specification,outcome,phase,event_start,event_end,estimate,se,ci_low,ci_high,p_value,effect_percent,observations,units,treated_units,donor_units,projected_cno1_month,projection_method,inference_method,dropped_last_pre,placebo_repetitions
expanded_donor_cno1_month,ln_contratos,later,25,40,.007637,.0289507,-.049106372,.064380372,.7919392159679417,.7666236262890092,18278,481,118,363,1,CNO1-by-month residualization,placebo,0,500
