specification,outcome,phase,event_start,event_end,estimate,se,ci_low,ci_high,p_value,effect_percent,observations,units,treated_units,donor_units,projected_cno1_month,projection_method,inference_method,dropped_last_pre,placebo_repetitions
expanded_donor_cno1_month,ln_parados,later,25,40,.040557,.0241876,-.006850696,.087964696,.0935878063759394,4.139066727884533,19038,501,124,377,1,CNO1-by-month residualization,placebo,0,500
