specification,outcome,phase,event_start,event_end,estimate,se,ci_low,ci_high,p_value,effect_percent,observations,units,treated_units,donor_units,projected_cno1_month,projection_method,inference_method,dropped_last_pre,placebo_repetitions
high020_zeroonly_cno1_month,ln_parados,later,25,40,.0188489,.0295697,-.039107712,.076805512,.5238384912205567,1.902766190429106,12768,336,84,252,1,Projected CNO1-by-month covariates,placebo,0,500
