specification,outcome,phase,event_start,event_end,estimate,se,ci_low,ci_high,p_value,effect_percent,observations,units,treated_units,donor_units,projected_cno1_month,projection_method,inference_method,dropped_last_pre,placebo_repetitions
expanded_donor_cno1_month_drop_last_pre,ln_parados,later,25,40,.0558287,,,,,5.74165327694105,18537,501,124,377,1,Projected CNO1-by-month covariates,noinference,1,
