specification,outcome,phase,event_start,event_end,estimate,se,ci_low,ci_high,p_value,effect_percent,observations,units,treated_units,donor_units,projected_cno1_month,projection_method,inference_method,dropped_last_pre,placebo_repetitions
high020_zeroonly_cno1_month,ln_contratos,adjustment,0,24,.0243428,.0300801,-.034614196,.083299796,.4183622008629153,2.4641504801592,15416,328,82,246,1,Projected CNO1-by-month covariates,placebo,0,500
