specification,outcome,phase,event_start,event_end,estimate,se,ci_low,ci_high,p_value,effect_percent,observations,units,treated_units,donor_units,projected_cno1_month,projection_method,inference_method,dropped_last_pre,placebo_repetitions
high020_zeroonly_cno1_month,ln_parados,adjustment,0,24,.0289758,.0127266,.004031664,.053919936,.0227987483814052,2.939968270137827,15792,336,84,252,1,Projected CNO1-by-month covariates,placebo,0,500
