specification,outcome,phase,event_start,event_end,estimate,se,ci_low,ci_high,p_value,effect_percent,observations,units,treated_units,donor_units,projected_cno1_month,projection_method,inference_method,dropped_last_pre,placebo_repetitions
expanded_donor_cno1_month,ln_contratos,adjustment,0,24,-.0004185,.0220529,-.043642184,.042805184,.9848593768777389,-.0418412441089866,22701,483,118,365,1,CNO1-by-month residualization,placebo,0,500
